CustomerId,Relationship_Strength_Index,Retention_Strength_Score,Retention_Strength_Tier,Engagement_Status,Product_Depth_Segment,Customer_Risk_Segment,NumOfProducts,Balance,Exited,Churn_Status,Bubble_Size
15708289,40,26.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,100913.57,0,Retained Customer,7
15649121,30,7.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,0.0,1,Churned Customer,7
15781553,50,15.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,91502.99,1,Churned Customer,7
15618936,30,7.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,0.0,1,Churned Customer,7
15787529,25,5.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,0.0,1,Churned Customer,7
15688210,45,28.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,101928.51,0,Retained Customer,7
15718454,35,34.0,Critical Retention Risk,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15751158,45,33.0,Critical Retention Risk,Inactive Member,High Product Load,High Product Load Risk,3,108825.34,1,Churned Customer,21
15761168,50,25.0,Critical Retention Risk,Inactive Member,Single Product,At-Risk Premium,1,171913.87,1,Churned Customer,7
15651868,25,20.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,0.0,0,Retained Customer,7
15775235,45,28.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,110480.48,0,Retained Customer,7
15647842,55,17.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,120782.7,1,Churned Customer,7
15780432,60,19.0,Critical Retention Risk,Inactive Member,Optimal Product Depth,Standard Monitoring,2,122689.51,1,Churned Customer,14
15704509,45,28.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,121063.49,0,Retained Customer,7
15689781,15,1.0,Critical Retention Risk,Inactive Member,Single Product,At-Risk Premium,1,0.0,1,Churned Customer,7
15806837,30,32.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,0.0,0,Retained Customer,7
15669589,55,27.0,Critical Retention Risk,Active Member,Single Product,Standard Monitoring,1,95039.12,1,Churned Customer,7
15577515,65,31.0,Critical Retention Risk,Active Member,Single Product,Standard Monitoring,1,108477.27,1,Churned Customer,7
15584113,70,33.0,Critical Retention Risk,Active Member,Single Product,Standard Monitoring,1,124954.94,1,Churned Customer,7
15754577,45,23.0,Critical Retention Risk,Inactive Member,Single Product,At-Risk Premium,1,61354.14,1,Churned Customer,7
15603582,30,32.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,0.0,0,Retained Customer,7
15730394,45,23.0,Critical Retention Risk,Inactive Member,Optimal Product Depth,At-Risk Premium,2,0.0,1,Churned Customer,14
15737998,25,0.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,0.0,1,Churned Customer,7
15626795,30,7.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,0.0,1,Churned Customer,7
15609011,45,13.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,75408.33,1,Churned Customer,7
15600934,55,27.0,Critical Retention Risk,Inactive Member,Single Product,At-Risk Premium,1,125095.94,1,Churned Customer,7
15592773,30,17.0,Critical Retention Risk,Inactive Member,High Product Load,High Product Load Risk,3,108449.23,1,Churned Customer,21
15689514,55,27.0,Critical Retention Risk,Inactive Member,Single Product,At-Risk Premium,1,201696.07,1,Churned Customer,7
15590234,25,5.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,0.0,1,Churned Customer,7
15696373,50,15.0,Critical Retention Risk,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,1,Churned Customer,14
15746422,25,30.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,0.0,0,Retained Customer,7
15626898,35,24.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,77599.23,0,Retained Customer,7
15566251,40,11.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,96652.86,1,Churned Customer,7
15623630,70,33.0,Critical Retention Risk,Active Member,Single Product,Standard Monitoring,1,116251.24,1,Churned Customer,7
15583353,30,7.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,0.0,1,Churned Customer,7
15645404,70,33.0,Critical Retention Risk,Inactive Member,Optimal Product Depth,Standard Monitoring,2,124620.01,1,Churned Customer,14
15636812,50,30.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,112701.04,0,Retained Customer,7
15652030,45,23.0,Critical Retention Risk,Inactive Member,Single Product,At-Risk Premium,1,108204.52,1,Churned Customer,7
15687153,45,13.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,98649.55,1,Churned Customer,7
15659656,40,26.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,110837.73,0,Retained Customer,7
15649292,35,9.0,Critical Retention Risk,Inactive Member,Single Product,At-Risk Premium,1,29602.08,1,Churned Customer,7
15627305,35,9.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,0.0,1,Churned Customer,7
15789955,55,17.0,Critical Retention Risk,Inactive Member,Optimal Product Depth,Standard Monitoring,2,112414.81,1,Churned Customer,14
15734524,30,17.0,Critical Retention Risk,Inactive Member,Single Product,At-Risk Premium,1,0.0,1,Churned Customer,7
15592583,30,27.0,Critical Retention Risk,Inactive Member,High Product Load,At-Risk Premium,3,115414.19,1,Churned Customer,21
15626147,45,13.0,Critical Retention Risk,Inactive Member,Single Product,At-Risk Premium,1,144976.5,1,Churned Customer,7
15648800,55,27.0,Critical Retention Risk,Inactive Member,Single Product,At-Risk Premium,1,132312.06,1,Churned Customer,7
15677105,50,15.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,105214.58,1,Churned Customer,7
15753895,35,34.0,Critical Retention Risk,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15632848,35,34.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,69518.95,0,Retained Customer,7
15660316,35,9.0,Critical Retention Risk,Inactive Member,Single Product,At-Risk Premium,1,135549.9,1,Churned Customer,7
15618182,35,34.0,Critical Retention Risk,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15658475,55,27.0,Critical Retention Risk,Inactive Member,Single Product,At-Risk Premium,1,142882.49,1,Churned Customer,7
15793803,35,34.0,Critical Retention Risk,Inactive Member,Single Product,At-Risk Premium,1,112572.39,0,Retained Customer,7
15616676,50,15.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,122478.51,1,Churned Customer,7
15665180,50,25.0,Critical Retention Risk,Inactive Member,Single Product,At-Risk Premium,1,136789.14,1,Churned Customer,7
15617486,35,0.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,106723.28,1,Churned Customer,7
15681476,55,27.0,Critical Retention Risk,Active Member,Single Product,Standard Monitoring,1,73493.17,1,Churned Customer,7
15774250,45,23.0,Critical Retention Risk,Inactive Member,Single Product,At-Risk Premium,1,159024.71,1,Churned Customer,7
15628008,35,24.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,98759.89,0,Retained Customer,7
15757607,25,15.0,Critical Retention Risk,Inactive Member,Single Product,At-Risk Premium,1,0.0,1,Churned Customer,7
15697020,35,34.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,91068.56,0,Retained Customer,7
15764661,25,30.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,0.0,0,Retained Customer,7
15751491,50,15.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,117206.3,1,Churned Customer,7
15596870,50,25.0,Critical Retention Risk,Inactive Member,Single Product,At-Risk Premium,1,144768.94,1,Churned Customer,7
15732061,35,0.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,121874.89,1,Churned Customer,7
15616530,45,13.0,Critical Retention Risk,Inactive Member,Single Product,At-Risk Premium,1,188455.19,1,Churned Customer,7
15683657,35,34.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,79340.95,0,Retained Customer,7
15725660,25,20.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,80569.73,0,Retained Customer,7
15588670,50,25.0,Critical Retention Risk,Inactive Member,Single Product,At-Risk Premium,1,203715.15,1,Churned Customer,7
15653275,45,23.0,Critical Retention Risk,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,1,Churned Customer,14
15570931,20,0.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,0.0,1,Churned Customer,7
15640454,35,0.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,120711.73,1,Churned Customer,7
15769412,60,29.0,Critical Retention Risk,Inactive Member,Optimal Product Depth,At-Risk Premium,2,207034.96,1,Churned Customer,14
15590820,35,34.0,Critical Retention Risk,Inactive Member,Single Product,At-Risk Premium,1,79932.41,0,Retained Customer,7
15800061,35,29.0,Critical Retention Risk,Inactive Member,High Product Load,High Product Load Risk,3,89158.94,1,Churned Customer,21
15572706,30,32.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,0.0,0,Retained Customer,7
15593976,35,29.0,Critical Retention Risk,Inactive Member,High Product Load,At-Risk Premium,4,102088.68,1,Churned Customer,28
15713426,45,13.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,122185.53,1,Churned Customer,7
15687491,50,5.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,101207.75,1,Churned Customer,7
15781802,55,17.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,104817.41,1,Churned Customer,7
15719348,35,9.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,0.0,1,Churned Customer,7
15751392,50,25.0,Critical Retention Risk,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,1,Churned Customer,14
15751227,25,20.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,95120.59,0,Retained Customer,7
15672594,35,9.0,Critical Retention Risk,Inactive Member,Single Product,At-Risk Premium,1,131778.08,1,Churned Customer,7
15775886,30,7.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,0.0,1,Churned Customer,7
15669899,45,13.0,Critical Retention Risk,Inactive Member,Single Product,At-Risk Premium,1,135643.0,1,Churned Customer,7
15807305,15,26.0,Critical Retention Risk,Inactive Member,Single Product,At-Risk Premium,1,0.0,0,Retained Customer,7
15803538,20,33.0,Critical Retention Risk,Inactive Member,High Product Load,At-Risk Premium,3,0.0,1,Churned Customer,21
15689081,30,7.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,0.0,1,Churned Customer,7
15801821,35,34.0,Critical Retention Risk,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15807221,35,34.0,Critical Retention Risk,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15715673,40,21.0,Critical Retention Risk,Inactive Member,Single Product,At-Risk Premium,1,89743.05,1,Churned Customer,7
15584620,55,27.0,Critical Retention Risk,Inactive Member,Single Product,At-Risk Premium,1,143644.16,1,Churned Customer,7
15706557,45,23.0,Critical Retention Risk,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,1,Churned Customer,14
15705860,50,15.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,107949.45,1,Churned Customer,7
15594391,35,9.0,Critical Retention Risk,Inactive Member,Single Product,At-Risk Premium,1,183555.24,1,Churned Customer,7
15793949,30,7.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,0.0,1,Churned Customer,7
15644200,25,5.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,0.0,1,Churned Customer,7
15588955,35,29.0,Critical Retention Risk,Inactive Member,High Product Load,High Product Load Risk,3,93259.57,1,Churned Customer,21
15740223,40,31.0,Critical Retention Risk,Inactive Member,High Product Load,High Product Load Risk,3,107714.74,1,Churned Customer,21
15635116,25,15.0,Critical Retention Risk,Inactive Member,Single Product,At-Risk Premium,1,0.0,1,Churned Customer,7
15593969,55,27.0,Critical Retention Risk,Inactive Member,Single Product,At-Risk Premium,1,135483.17,1,Churned Customer,7
15587611,50,15.0,Critical Retention Risk,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,1,Churned Customer,14
15689751,25,20.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,79589.43,0,Retained Customer,7
15733261,35,9.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,0.0,1,Churned Customer,7
15777901,50,25.0,Critical Retention Risk,Inactive Member,Single Product,At-Risk Premium,1,94752.49,1,Churned Customer,7
15720203,35,34.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,0.0,0,Retained Customer,7
15652955,25,30.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,0.0,0,Retained Customer,7
15608956,15,16.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,0.0,0,Retained Customer,7
15733872,70,33.0,Critical Retention Risk,Inactive Member,Optimal Product Depth,At-Risk Premium,2,130229.71,1,Churned Customer,14
15667476,40,26.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,117700.86,0,Retained Customer,7
15681174,35,24.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,116537.6,0,Retained Customer,7
15623063,55,17.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,110067.71,1,Churned Customer,7
15603096,45,3.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,125789.69,1,Churned Customer,7
15745083,35,0.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,91415.76,1,Churned Customer,7
15571843,25,30.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,0.0,0,Retained Customer,7
15708904,30,22.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,0.0,0,Retained Customer,7
15814675,55,27.0,Critical Retention Risk,Inactive Member,Single Product,At-Risk Premium,1,128264.03,1,Churned Customer,7
15791533,45,23.0,Critical Retention Risk,Inactive Member,Single Product,At-Risk Premium,1,93608.28,1,Churned Customer,7
15639117,35,9.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,0.0,1,Churned Customer,7
15693771,45,13.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,95922.9,1,Churned Customer,7
15571059,30,7.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,0.0,1,Churned Customer,7
15812197,35,24.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,80293.98,0,Retained Customer,7
15701439,20,23.0,Critical Retention Risk,Inactive Member,High Product Load,High Product Load Risk,4,0.0,1,Churned Customer,28
15785352,35,9.0,Critical Retention Risk,Inactive Member,Single Product,At-Risk Premium,1,82373.94,1,Churned Customer,7
15609653,55,17.0,Critical Retention Risk,Inactive Member,Single Product,Inactive Single-Product Risk,1,118715.86,1,Churned Customer,7
